No(line_no),주소(address),경도(longitute),위도(latitude),좌표값(status),설치장소상세(address_detail),설치장소타입(address_type),쓰레기통 형태(trash_type),관할기관(gov),관할기관연락처(gov_num)
115,서울특별시 용산구 이촌2동부영주유소 건너편 버스정류장(03-288),126.9664108,37.51877521,인근좌표,서울특별시 용산구 이촌2동부영주유소 건너편 버스정류장(03-288),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
116,서울특별시 용산구 이촌1동 충신교회앞 버스정류장(03-216) ,126.9664108,37.51877521,인근좌표,서울특별시 용산구 이촌1동 충신교회앞 버스정류장(03-216) ,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
117,서울특별시 용산구 콩나물국밥 시루향기 24시 횡단보도앞,126.9804724,37.53114116,인근좌표,서울특별시 용산구 콩나물국밥 시루향기 24시 횡단보도앞,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
118,서울특별시 용산구 청파로 250(남영역03-230버스정류장옆)앞 횡단보도,126.9709845,37.54199535,정좌표,서울특별시 용산구 청파로 250(남영역03-230버스정류장옆)앞 횡단보도,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
119,서울특별시 용산구 소월로168번지(대한민국고엽제전우회앞),126.9842371,37.54795891,정좌표,서울특별시 용산구 소월로168번지(대한민국고엽제전우회앞),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
120,서울특별시 용산구 하얏트호텔 정문앞 마을버스정류장(용산03),126.9804724,37.53114116,인근좌표,서울특별시 용산구 하얏트호텔 정문앞 마을버스정류장(용산03),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
121,서울특별시 용산구 녹사평역 3번 출구 앞( 직진2~3미터횡단보도앞 ),126.9804724,37.53114116,인근좌표,서울특별시 용산구 녹사평역 3번 출구 앞( 직진2~3미터횡단보도앞 ),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
122,서울특별시 용산구 녹사평역 3번 출구 앞( 직진2~3미터횡단보도앞 ),126.9804724,37.53114116,인근좌표,서울특별시 용산구 녹사평역 3번 출구 앞( 직진2~3미터횡단보도앞 ),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
123,서울특별시 용산구 이태원입구(수지스건너편) 공중화장실앞,126.9804724,37.53114116,인근좌표,서울특별시 용산구 이태원입구(수지스건너편) 공중화장실앞,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
124,서울특별시 용산구 이태원입구(수지스건너편) 공중화장실앞,126.9804724,37.53114116,인근좌표,서울특별시 용산구 이태원입구(수지스건너편) 공중화장실앞,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
125,서울특별시 용산구 이태원버스정류장(03-189) 아디다스 OFS점 앞,126.9804724,37.53114116,인근좌표,서울특별시 용산구 이태원버스정류장(03-189) 아디다스 OFS점 앞,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
126,서울특별시 용산구 이태원버스정류장(03-189) 아디다스 OFS점 앞,126.9804724,37.53114116,인근좌표,서울특별시 용산구 이태원버스정류장(03-189) 아디다스 OFS점 앞,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
127,서울특별시 용산구 이태원버스정류장(03-188),126.9804724,37.53114116,인근좌표,서울특별시 용산구 이태원버스정류장(03-188),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
128,서울특별시 용산구 이태원버스정류장(03-188),126.9804724,37.53114116,인근좌표,서울특별시 용산구 이태원버스정류장(03-188),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
129,서울특별시 용산구 국제아케이드건물 앞 횡단보도,126.9804724,37.53114116,인근좌표,서울특별시 용산구 국제아케이드건물 앞 횡단보도,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
130,서울특별시 용산구 국제아케이드건물 앞 횡단보도,126.9804724,37.53114116,인근좌표,서울특별시 용산구 국제아케이드건물 앞 횡단보도,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
131,서울특별시 용산구 ABC마트(신발가게)앞,126.9804724,37.53114116,인근좌표,서울특별시 용산구 ABC마트(신발가게)앞,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
132,서울특별시 용산구 ABC마트(신발가게)앞,126.9804724,37.53114116,인근좌표,서울특별시 용산구 ABC마트(신발가게)앞,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
133,서울특별시 용산구 미스전콜렉션앞 횡단보도,126.9804724,37.53114116,인근좌표,서울특별시 용산구 미스전콜렉션앞 횡단보도,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
134,서울특별시 용산구 미스전콜렉션앞 횡단보도,126.9804724,37.53114116,인근좌표,서울특별시 용산구 미스전콜렉션앞 횡단보도,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
135,서울특별시 용산구 해밀턴호텔 버스정류장(03-190),126.9804724,37.53114116,인근좌표,서울특별시 용산구 해밀턴호텔 버스정류장(03-190),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
136,서울특별시 용산구 해밀턴호텔 버스정류장(03-190),126.9804724,37.53114116,인근좌표,서울특별시 용산구 해밀턴호텔 버스정류장(03-190),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
137,서울특별시 용산구 이태원역 2번 출구 (해밀턴호텔정문앞횡단보도),126.9804724,37.53114116,인근좌표,서울특별시 용산구 이태원역 2번 출구 (해밀턴호텔정문앞횡단보도),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
138,서울특별시 용산구 이태원역 2번 출구 (해밀턴호텔정문앞횡단보도),126.9804724,37.53114116,인근좌표,서울특별시 용산구 이태원역 2번 출구 (해밀턴호텔정문앞횡단보도),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
139,서울특별시 용산구 이태원역 3번 출구 (올리브영 횡단보도앞),126.9804724,37.53114116,인근좌표,서울특별시 용산구 이태원역 3번 출구 (올리브영 횡단보도앞),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
140,서울특별시 용산구 이태원역 3번 출구 (올리브영 횡단보도앞),126.9804724,37.53114116,인근좌표,서울특별시 용산구 이태원역 3번 출구 (올리브영 횡단보도앞),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
141,서울특별시 용산구 이태원소방서건너편사거리 뉴욕콜롬비아치과앞 횡단보도,129.0571699,35.58648813,인근좌표,서울특별시 용산구 이태원소방서건너편사거리 뉴욕콜롬비아치과앞 횡단보도,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
142,서울특별시 용산구 이태원소방서건너편사거리 뉴욕콜롬비아치과앞 횡단보도,129.0571699,35.58648813,인근좌표,서울특별시 용산구 이태원소방서건너편사거리 뉴욕콜롬비아치과앞 횡단보도,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
143,서울특별시 용산구 이태원 119 안전센타 버스정류장(03-192),126.9804724,37.53114116,인근좌표,서울특별시 용산구 이태원 119 안전센타 버스정류장(03-192),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
144,서울특별시 용산구 이태원 119 안전센타 버스정류장(03-192),126.9804724,37.53114116,인근좌표,서울특별시 용산구 이태원 119 안전센타 버스정류장(03-192),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
145,서울특별시 용산구 제일기획실앞 횡단보도,126.9804724,37.53114116,인근좌표,서울특별시 용산구 제일기획실앞 횡단보도,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
146,서울특별시 용산구 제일기획실앞 횡단보도,126.9804724,37.53114116,인근좌표,서울특별시 용산구 제일기획실앞 횡단보도,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
147,서울특별시 용산구 시화담그릴(이태원로254(한남동683-130)앞,126.9804724,37.53114116,인근좌표,서울특별시 용산구 시화담그릴(이태원로254(한남동683-130)앞,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
148,서울특별시 용산구 시화담그릴(이태원로254(한남동683-130)앞,126.9804724,37.53114116,인근좌표,서울특별시 용산구 시화담그릴(이태원로254(한남동683-130)앞,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
149,서울특별시 용산구 삼성미술관 리움 택시정류장(폭스바겐건너편),127.3611005,37.27633518,인근좌표,서울특별시 용산구 삼성미술관 리움 택시정류장(폭스바겐건너편),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
150,서울특별시 용산구 삼성미술관 리움 택시정류장(폭스바겐건너편),127.3611005,37.27633518,인근좌표,서울특별시 용산구 삼성미술관 리움 택시정류장(폭스바겐건너편),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
151,서울특별시 용산구 이태원광장 녹사평역방향 횡단보도(좌측),126.9804724,37.53114116,인근좌표,서울특별시 용산구 이태원광장 녹사평역방향 횡단보도(좌측),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
152,서울특별시 용산구 이태원광장 녹사평역방향 횡단보도(좌측),126.9804724,37.53114116,인근좌표,서울특별시 용산구 이태원광장 녹사평역방향 횡단보도(좌측),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
153,서울특별시 용산구 용산구청 셔틀버스 정류장,126.9804724,37.53114116,인근좌표,서울특별시 용산구 용산구청 셔틀버스 정류장,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
154,서울특별시 용산구 용산구청 셔틀버스 정류장,126.9804724,37.53114116,인근좌표,서울특별시 용산구 용산구청 셔틀버스 정류장,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
155,서울특별시 용산구 보광동입구(한국폴리텍1대학방면) 버스정류장(03-283),127.0005741,37.52688166,인근좌표,서울특별시 용산구 보광동입구(한국폴리텍1대학방면) 버스정류장(03-283),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
156,서울특별시 용산구 보광동입구(한국폴리텍1대학방면) 버스정류장(03-283),127.0005741,37.52688166,인근좌표,서울특별시 용산구 보광동입구(한국폴리텍1대학방면) 버스정류장(03-283),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
157,서울특별시 용산구 한강진역 블루스퀘어 버스정류장(03-197),126.9804724,37.53114116,인근좌표,서울특별시 용산구 한강진역 블루스퀘어 버스정류장(03-197),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
158,서울특별시 용산구 한강진역 블루스퀘어 버스정류장(03-197),126.9804724,37.53114116,인근좌표,서울특별시 용산구 한강진역 블루스퀘어 버스정류장(03-197),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
159,서울특별시 용산구 순천향대학병원(블루스퀘어방면) 버스정류장(03-162),126.9804724,37.53114116,인근좌표,서울특별시 용산구 순천향대학병원(블루스퀘어방면) 버스정류장(03-162),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
160,서울특별시 용산구 순천향대학병원(블루스퀘어방면) 버스정류장(03-162),126.9804724,37.53114116,인근좌표,서울특별시 용산구 순천향대학병원(블루스퀘어방면) 버스정류장(03-162),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
161,서울특별시 용산구 순천향대학병원(서초IC방면) 버스정류장(03-164),126.9804724,37.53114116,인근좌표,서울특별시 용산구 순천향대학병원(서초IC방면) 버스정류장(03-164),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
162,서울특별시 용산구 순천향대학병원(서초IC방면) 버스정류장(03-164),126.9804724,37.53114116,인근좌표,서울특별시 용산구 순천향대학병원(서초IC방면) 버스정류장(03-164),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
163,서울특별시 용산구 순천향대학병원(서초IC방면) 버스정류장(03-164),126.9804724,37.53114116,인근좌표,서울특별시 용산구 순천향대학병원(서초IC방면) 버스정류장(03-164),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
164,서울특별시 용산구 순천향대학병원(서초IC방면) 버스정류장(03-164),126.9804724,37.53114116,인근좌표,서울특별시 용산구 순천향대학병원(서초IC방면) 버스정류장(03-164),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
165,서울특별시 용산구 순천향대학병원 한남오거리(신사역방면) 버스정류장(03-165),129.0571699,35.58648813,인근좌표,서울특별시 용산구 순천향대학병원한남오거리(신사역방면) 버스정류장(03-165),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
166,서울특별시 용산구 순천향대학병원 한남오거리(신사역방면) 버스정류장(03-165),129.0571699,35.58648813,인근좌표,서울특별시 용산구 순천향대학병원한남오거리(신사역방면) 버스정류장(03-165),, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
167,서울특별시 용산구 한남오거리 하나은행앞 횡단보도,129.0571699,35.58648813,인근좌표,서울특별시 용산구 한남오거리 하나은행앞 횡단보도,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
168,서울특별시 용산구 한남오거리 하나은행앞 횡단보도,129.0571699,35.58648813,인근좌표,서울특별시 용산구 한남오거리 하나은행앞 횡단보도,, 일반쓰레기수거용 ,서울시 용산구,02-2199-7302
